name;site;code;type;longitude;latitude;height
Corsica et Sardinia;Iles Perduto;CISSI;Dressel 2-4 Catalan;9.305129;41.369872;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Rheinhessen;SISEN;Dressel 20;8.166667;49.833333;0
Narbonensis;Baie de la Ciotat;FLAFLAS;Dressel 1;5.65;43.166668;0
Aegyptus;Alexandria;GFS;Dressel 20;29.955266;31.215645;0
Italia;Brindisi;DAMAS;Brindisian amphora;17.933333;40.633333;0
Aquitania;Arlempdes;VICTORN;Dressel 20;3.92276;44.866155;0
Germania Superior;Ladenburg (Lopodunum);QCCA;Dressel 20;8.608962;49.473071;0
Germania Superior;Avenches;LMINICIFIRMONI;Dressel 20;7.041042;46.880888;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Dalmatia;Lezhe;ROD;Lamboglia 2;19.643611;41.783611;0
Tarraconensis;Barcelona;LESB;Pascual 1;2.1741;41.398371;0
Germania Superior;Orlen;MMCS;Dressel 20;8.186805;50.181629;0
Tarraconensis;Badalona;C;Pascual 1;2.244789;41.447145;0
Britannia;London;CALPVRNIB;Dressel 20;-0.093145;51.514248;0
Tarraconensis;Caldes de Montbui;MCN;Pascual 1;2.169444;41.629167;0
Narbonensis;Grand Loou;QCCLE;Dressel 20;5.980524;43.315395;0
Britannia;St. Albans;CA;Dressel 20;-0.25;51.833333;0
Tarraconensis;Colonia de Sant Jordi;SEVERVS;Lamboglia 2;3;39.316667;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Mauretania Tingitana;Sale (Sala);LAT;Dressel 20;-6.79846;34.0531;0
Baetica;Carmona;TATILIASIATICI;Dressel 20;-5.646083;37.471248;0
Tarraconensis;Vilafranca;POT;Pascual 1;3.08808;39.569726;0
Italia;Canale Giancola;APOLONI;Brindisian amphora;17.85;40.683333;0
Raetia;Chur;R;Mortarium;9.526918;46.856753;0
Tarraconensis;Mataro;NC;Pascual 1;2.444503;41.542113;0
Italia;Canale Giancola;EPIGENVS;Brindisian amphora;17.85;40.683333;0
Italia;Ancona;MENOP;Lamboglia 2;13.5;43.633333;0
Narbonensis;Toulouse;PR;Dressel 2-4 Catalan;1.433188;43.599516;0
Italia;Vicenza;APICI;Dressel 6B;11.55;45.55;0
Italia;Pisa;LSALVI;Dressel 6A;10.383333;43.716667;0
Tarraconensis;Isla de Cabrera;LEPMIBSCD;Africana 2;2.949407;39.144609;0
Narbonensis;Golfe de Fos;DA;Dressel 1B;4.942851;43.383543;0
Tarraconensis;Sagunto;DAT;Africana 2A Grande;-0.266667;39.683333;0
Tarraconensis;Sant Vicenc dels Horts;PRIMVL;Pascual 1;2.007994;41.396145;0
Italia;Carlino;LTARVF;Dressel 6A;13.188056;45.802222;0
Italia;Brindisi;LEONTISCVS;Brindisian amphora;17.933333;40.633333;0
Aegyptus;Fayum;ANINI;Brindisian amphora;30.841804;29.309949;0
Germania Superior;Niederbieber;QIA;Dressel 20;8.566917;50.271515;0
Italia;Milano;LTAR;Lamboglia 2;9.2;45.466667;0
Tarraconensis;Sant Boi de Llobregat;IVLIANICETI;Pascual 1;2.040791;41.342647;0
Tarraconensis;Badalona;MSC;Dressel 2-4 Catalan;2.244789;41.447145;0
Germania Superior;Windisch;BAO;Amphora incerta;8.220846;47.476756;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Italia;Vercelli;THB;Dressel 6A;8.416667;45.316667;0
Mauretania Tingitana;Volubilis;DOM;Dressel 20;-5.557032;34.073697;0
Italia;Capalbio;NE;Dressel 1A;11.416667;42.45;0
Mauretania Tingitana;Volubilis;BCM;Amphora incerta;-5.557032;34.073697;0
Narbonensis;Ile de Riou;AMAND;Dressel 2-4 Catalan;5.385919;43.176488;0
Tarraconensis;Calella;ACASTI;Amphora incerta;2.667809;41.618024;0
Germania Superior;Augst;SCALENSIA;Dressel 20;7.717205;47.536818;0
Italia;Brindisi;ANINIANA;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Sant Pol de Mar;CHR;Pascual 1;2.62341;41.602356;0
Italia;Canale Giancola;LIBO;Brindisian amphora;17.85;40.683333;0
Britannia;London;HAL;Amphora incerta;-0.093145;51.514248;0
Lugdunensis;Mont-Beuvray;BD;Dressel 1;4.032143;46.92678;0
Baetica;Ecija;SCLC;Dressel 20;-5.082599;37.542203;0
Italia;Oderzo;CLB;Dressel 6B;12.488056;45.78;0
Lugdunensis;Cersot;DAMT;Dressel 1;4.622744;46.710232;0
Baetica;Alcolea del Rio;IICCLLM;Dressel 20;-5.666942;37.615058;0
Germania Superior;Orlen;LCMY;Dressel 20;8.186805;50.181629;0
Belgica;Dieulouard;PORLVCANI;Dressel 20;6.068075;48.841401;0
Germania Inferior;Koln;LABP;Dressel 20;6.95;50.933333;0
Tarraconensis;Elche;IVLITHEOPHIL;Dressel 2-4 Catalan;-0.706103;38.264987;0
Lugdunensis;Mont-Beuvray;CA;Dressel 1;4.032143;46.92678;0
Britannia;St. Albans;GRA;Dressel 20;-0.25;51.833333;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Narbonne;CE;Dressel 2-4 Catalan;3.008816;43.184417;0
Germania Superior;Mainz;QSC;Dressel 20;8.279096;49.984188;0
Mauretania Tingitana;Volubilis;LSL;Dressel 20;-5.557032;34.073697;0
Italia;Monaco;VIC;Africana 2A Grande;7.4252;43.735208;0
Narbonensis;Port-Vendres;CSEMPRONIPOLYCLITI;Dressel 20;3.104371;42.517594;0
Germania Inferior;Nijmegen;SAXOFERRI;Dressel 20;5.866667;51.833333;0
Mauretania Tingitana;Souk-el-Arba;BELNES;Dressel 20;-6.002725;34.686636;0
Britannia;Corbridge;IIIMINICIOR;Dressel 20;-2.016667;54.966667;0
Baetica;El Puerto de Santa Maria;SIICVVA;Beltran 2B;-6.227507;36.59952;0
Mauretania Tingitana;Sidi Ali ben ahmed (Thamusida);MAR;Dressel 20;-6.494247;34.334284;0
Belgica;Amiens;L;Dressel 20;2.3;49.9;0
Britannia;Wroxeter;CMARISILVANI;Dressel 20;-2.65;52.666667;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Sant Boi de Llobregat;SIGNUM;Dressel 2-4 Catalan;2.040791;41.342647;0
Italia;Oderzo;PQSCAPVLAE;Dressel 6B;12.488056;45.78;0
Italia;Ostia Antica;QSP;Dressel 20;12.283333;41.75;0
Baetica;Alcolea del Rio;MMCS;Dressel 20;-5.666942;37.615058;0
Italia;Canale Giancola;APELLAE;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;HPAIOC;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Ehl;MQFF;Dressel 20;7.616482;48.371252;0
Italia;Brindisi;HERMOGE;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Nimes;CNETTNR;Gauloise 1;4.359623;43.833778;0
Britannia;Lincoln;PMANISVP;Dressel 20;-0.533333;53.233333;0
Arabia;Sinai Peninsula;MS;Brindisian amphora;34;29.5;0
Baetica;Lora del Rio;LVALERITROPHIMI;Dressel 20;-5.52751;37.658961;0
Germania Superior;Sierentz;LFO;Dressel 20;7.454263;47.658519;0
Tarraconensis;Cartagena;CM;Greco-Italica;-0.986232;37.605121;0
Italia;Canale Giancola;HERMAISCI;Brindisian amphora;17.85;40.683333;0
Italia;Padova;SYNT;Amphora incerta;11.883333;45.416667;0
Germania Superior;Orlen;PPCM;Dressel 20;8.186805;50.181629;0
Britannia;Ilchester;PNN;Dressel 20;-2.678333;51.007222;0
Britannia;Colchester;MIM;Dressel 20;0.9;51.883333;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Aquitania;Chateaumeillant;ILEGIBILE;Dressel 1;2.195146;46.562194;0
Germania Superior;Niederbieber;LCH;Dressel 20;8.566917;50.271515;0
Tarraconensis;Alicante;MAVRCAESTVBVS;Dressel 30 - Keay 1B;-0.45;38.3;0
Britannia;South Shields;LIVNIMELISSI;Dressel 20;-1.421389;54.987778;0
Tarraconensis;El Puig;BCMATERNISAGYNTO;Dressel 20;-0.3;39.583333;0
Tarraconensis;Elche;IMON;Amphora incerta;-0.706103;38.264987;0
Lugdunensis;Mont-Beuvray;AEAF;Dressel 1;4.032143;46.92678;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Italia;Villetelle;LAET;Gauloise 1;6.883333;44.066667;0
Baetica;Lora del Rio;POPVLI;Dressel 20;-5.52751;37.658961;0
Caledonia;Musselburgh;LAEL;Dressel 20;-3.05;55.933333;0
Aquitania;Peyrat-la-Noniere;TRIDENTS;Dressel 1B;2.257591;46.087803;0
Tarraconensis;San Pedro;PLATO;Lamboglia 2;-0.751789;37.802242;0
Lugdunensis;Malain;DX;Dressel 1;4.798681;47.326304;0
Tarraconensis;Badalona;MPORCI;Pascual 1;2.244789;41.447145;0
Narbonensis;Antibes;MA;Dressel 1B;7.127766;43.562407;0
Germania Superior;Rheinhessen;QIM;Dressel 20;8.166667;49.833333;0
Italia;Brindisi;CTESO;Brindisian amphora;17.933333;40.633333;0
Britannia;London;PLNEAS;Mortarium;-0.093145;51.514248;0
Italia;Ostia Antica;VRS;Dressel 20;12.283333;41.75;0
Germania Superior;Hanau;ENNIORVMIVLIORVM;Dressel 20;8.914176;50.134229;0
Italia;Brindisi;APELAES;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Orlen;DOM;Dressel 20;8.186805;50.181629;0
Germania Superior;Strasbourg;MOCTA;Dressel 2-4 Cilician;7.787355;48.600381;0
Dalmatia;Metkovic;SA;Lamboglia 2;17.648333;43.054167;0
Corsica et Sardinia;Sardegna;HE;Amphora incerta;8.44;39.881944;0
Tarraconensis;Ampurias;LAF;Dressel 20;3.117809;42.139543;0
Germania Superior;Nida-Heddernheim;QCCF;Dressel 20;8.645835;50.159548;0
Italia;Brindisi;CANINI;Brindisian amphora;17.933333;40.633333;0
Lugdunensis;Nuits-Saint-Georges;SAENIANES;Dressel 20;4.949001;47.136829;0
Tarraconensis;Vilanova i la Geltru;SV;Africana 2C gra.;1.725695;41.222982;0
Germania Superior;Ladenburg (Lopodunum);ROMANI;Dressel 20;8.608962;49.473071;0
Britannia;London;SEXMTC;Amphora incerta;-0.093145;51.514248;0
Italia;Canale Giancola;DIOCLEI;Brindisian amphora;17.85;40.683333;0
Narbonensis;Annecy;CAN;Dressel 20;6.126699;45.906206;0
Tarraconensis;Alayor;F;Pascual 1;4.14196;39.934563;0
Germania Superior;Rottenburg;MB;Amphora incerta;8.93975;48.476092;0
Germania Superior;Windisch;SEX;Amphora incerta;8.220846;47.476756;0
Italia;Albinia;DAS;Dressel 1C;11.25;42.5;0
Britannia;Corbridge;PMMASS;Dressel 20;-2.016667;54.966667;0
Narbonensis;Presqu'ile de Giens;PH;Dressel 2-4 Catalan;6.142939;43.05939;0
Italia;Marano Lagunare;NICIA;Lamboglia 2;13.169167;45.766389;0
Germania Superior;Hofheim am Taunus;EROTIS;Dressel 20;8.449297;50.090194;0
Baetica;Ecija;LIVNIMELISSI;Dressel 20;-5.082599;37.542203;0
Britannia;London;THALI;Dressel 20;-0.093145;51.514248;0
Aquitania;Bordeaux;P;Dressel 2-4 Catalan;-0.5805;44.840439;0
Britannia;Cirencester;POROCODV;Dressel 20;-1.983333;51.733333;0
Britannia;London;ANDIDFECIT;Mortarium;-0.093145;51.514248;0
Lugdunensis;Lio;QOCL;Amphora incerta;3.703194;48.522784;0
Britannia;Carlisle;DOM;Dressel 20;-2.933333;54.883333;0
Italia;Ancona;F;Lamboglia 2;13.5;43.633333;0
Narbonensis;Baie de la Ciotat;DIESC;Dressel 1;5.65;43.166668;0
Narbonensis;Toulouse;AIS;Dressel 20;1.433188;43.599516;0
Tarraconensis;Sant Vicenc dels Horts;F;Dressel 2-4 Catalan;2.007994;41.396145;0
Italia;Brindisi;TARVLAESVLLAEL;Brindisian amphora;17.933333;40.633333;0
Britannia;Edinburgh;MAEME;Dressel 20;1.333333;51.283333;0
Italia;Capalbio;FACTCOSAE;Dolium;11.416667;42.45;0
Italia;Brindisi;ALEXAN;Brindisian amphora;17.933333;40.633333;0
Italia;Ostia Antica;ES;Amphora incerta;12.283333;41.75;0
Britannia;Exeter;CEFP;Dressel 20;-3.533333;50.7;0
Italia;Brindisi;ANINIANA;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Geneve;IF;Dressel 20;6.148113;46.195602;0
Lugdunensis;Angers;QMR;Dressel 20;-0.54774;47.473806;0
Germania Superior;Augst;POROCODV;Dressel 20;7.717205;47.536818;0
Britannia;Carlisle;PANNIRVFI;Dressel 20;-2.933333;54.883333;0
Lusitania;Lagos;ANGE;Beltran 72;-8.674242;37.101782;0
Italia;Brindisi;ANINIANA;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Narbonne;E;Pascual 1;3.008816;43.184417;0
Baetica;Lora del Rio;CON;Dressel 20;-5.52751;37.658961;0
Britannia;St. Albans;C;Dressel 20;-0.25;51.833333;0
Tarraconensis;Caballeria, Cabo de;LIVNIMELISSI;Dressel 20;4.094782;40.089229;0
Aquitania;Limoges;SEXDOMITI;Oberaden 74;1.257805;45.831534;0
Dalmatia;Lezhe;Z;Lamboglia 2;19.643611;41.783611;0
Britannia;Broughton;GRA;Dressel 20;-3;53.166667;0
Narbonensis;Rade d'Agay;TA;Dressel 2-4 Catalan;6.866667;43.433333;0
Narbonensis;Golfe de Fos;LVC;Dressel 20;4.942851;43.383543;0
Italia;Ostia Antica;CI;Africana;12.283333;41.75;0
Baetica;Almodovar del Rio;CIVLIBAR;Dressel 20;-5.02037;37.810702;0
Italia;Brindisi;MENOPILVS;Brindisian amphora;17.933333;40.633333;0
Baetica;Ecija;TCOIMVIAN;Amphora incerta;-5.082599;37.542203;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Sainte-Colombe;CANTONIQVIETI;Dressel 20;4.861363;45.524737;0
Italia;Canale Giancola;APOLONIDA;Brindisian amphora;17.85;40.683333;0
Italia;Padova;VRBA;Dressel 6B;11.883333;45.416667;0
Lugdunensis;Lyon?;IANVARI;Amphora incerta;4.846711;45.748457;0
Lugdunensis;Nuits-Saint-Georges;MVXIVIVS;Mortarium;4.949001;47.136829;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Italia;Canale Giancola;PTOLEMAEI;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;SOTERICO;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Sant Boi de Llobregat;F;Dressel 2-4 Catalan;2.040791;41.342647;0
Baetica;Posadas;LFC;Dressel 20;-5.107258;37.802053;0
Italia;Brindisi;EVTVCHI;Brindisian amphora;17.933333;40.633333;0
Italia;Tortona;HDD;Amphora incerta;8.866667;44.9;0
Tarraconensis;San Pedro;VICTORIA;Lamboglia 2;-0.751789;37.802242;0
Lusitania;Lisboa;LEVGEN;Keay 16;-9.13550663;38.70716476;0
Germania Inferior;Nijmegen;Q;Dressel 20;5.866667;51.833333;0
Tarraconensis;Sant Vicenc dels Horts;P;Dressel 2-4 Catalan;2.007994;41.396145;0
Britannia;London;CAPF;Dressel 20;-0.093145;51.514248;0
Lugdunensis;Mont-Beuvray;CSEX;Dressel 1;4.032143;46.92678;0
Narbonensis;Aspiran,Herault;LAETI;Pascual 1 similis;3.449751;43.565809;0
Narbonensis;Narbonne;CO;Pascual 1;3.008816;43.184417;0
Africa Proconsularis;Cartago;QCOCL;Amphora incerta;10.333333;36.866667;0
Italia;Padova;FELICIO;Dressel 6B;11.883333;45.416667;0
Narbonensis;Golfe de Fos;ANCORA;Dressel 1B;4.942851;43.383543;0
Aquitania;Chateaumeillant;LICI;Dressel 1;2.195146;46.562194;0
Italia;Brindisi;MENOPILVS;Brindisian amphora;17.933333;40.633333;0
Britannia;Edinburgh;LHRR;Dressel 20;1.333333;51.283333;0
Baetica;Almodovar del Rio;CIVLIBAR;Dressel 20;-5.02037;37.810702;0
Britannia;London;ACIRGI;Dressel 20;-0.093145;51.514248;0
Germania Superior;Sierentz;R;Dressel 20;7.454263;47.658519;0
Italia;Altino;PQSCAPVLAE;Dressel ante 6B;12.393333;45.544444;0
Tarraconensis;Santanyi;POENI;Dressel 1A;3.129119;39.356733;0
Italia;Reggio Emilia;MHERPICEN;Amphora incerta;10.616667;44.616667;0
Narbonensis;Aude;SAMIS;Dressel 20;3.238794;43.213348;0
Italia;Provincia di Parma;CAERCAEK;Amphora incerta;10.083333;44.7;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Badalona;MPORCI;Pascual 1;2.244789;41.447145;0
Narbonensis;Vieille-Toulouse;HERMOGE;Brindisian amphora;1.447891;43.522994;0
Lusitania;Olhao;IVNIO;Keay 16;-7.841101;37.0286;0
Narbonensis;Narbonne;LVOLTEIL;Dressel 2-4 Catalan;3.008816;43.184417;0
Italia;Padova;CLAEK;Dressel 6B;11.883333;45.416667;0
Baetica;Carmona;LCS;Dressel 20;-5.646083;37.471248;0
Narbonensis;Herault;STE;Dressel 1;3.443291;43.280977;0
Britannia;Corbridge;LCAX;Dressel 20;-2.016667;54.966667;0
Italia;Ostia Antica;PCHO;Dressel 20;12.283333;41.75;0
Lugdunensis;Lyon?;SES;Dressel 1;4.846711;45.748457;0
Lugdunensis;Harfleur;LFF;Dressel 20;0.192722;49.511248;0
Italia;Canale Giancola;LMARCISATVR;Brindisian amphora;17.85;40.683333;0
Lugdunensis;Macon;NV;Dressel 1;4.828233;46.314074;0
Germania Superior;Nida-Heddernheim;FAVSTICLAR;Dressel 20;8.645835;50.159548;0
Germania Superior;Mainz;AQFVA;Dressel 20;8.279096;49.984188;0
Tarraconensis;Port de la Selva;T;Pascual 1;3.203926;42.337045;0
Germania Superior;Avenches;CCMRINI;Dressel 20;7.041042;46.880888;0
Narbonensis;Vienne;SAENIANES;Dressel 20;4.873453;45.524785;0
Mauretania Tingitana;Banasa;LCMY;Dressel 20;-6.115818;34.60144;0
Narbonensis;Narbonne;APOL;Pascual 1;3.008816;43.184417;0
Narbonensis;Saint-Romain-en-Gal;SALS;Dressel 20;4.860743;45.531592;0
Narbonensis;Vienne;LVIBICHROMIS;Dressel 20;4.873453;45.524785;0
Aquitania;Villeneuve-sur-Lot;AV;Dressel 1;0.705603;44.4071;0
Baetica;Hornachuelos;LFC;Dressel 20;-5.233333;37.833333;0
Italia;Brindisi;PIILADE;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Narbonne;L;Dressel 2-4 Catalan;3.008816;43.184417;0
Narbonensis;Saint-Romain-en-Gal;SCALESIAAG;Dressel 20;4.860743;45.531592;0
Lugdunensis;Mont-Beuvray;CO;Dressel 1;4.032143;46.92678;0
Germania Superior;Mainz;FSCIMNIANO;Dressel 20;8.279096;49.984188;0
Germania Superior;Mainz-Kastel;MECC;Dressel 20;8.282909;50.009937;0
Italia;Brindisi;APEICAE;Brindisian amphora;17.933333;40.633333;0
Lugdunensis;Nuits-Saint-Georges;MAVR;Dressel 20;4.949001;47.136829;0
Corsica et Sardinia;Ile Cavallo;PTE;Dressel 2-4 Catalan;9.262903;41.368374;0
Tarraconensis;Salou;POMPEI;Tegula;1.139829;41.076036;0
Germania Superior;Mandeure;LIVNIMELISSI;Dressel 20;6.807625;47.449211;0
Germania Superior;Neckarrems;QVC;Dressel 20;9.279149;48.870328;0
Britannia;Winterton;MAR;Dressel 20;-0.6;53.65;0
Italia;Brindisi;PHILEMONOS;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Arles;TCRVT;Gauloise 4;4.636331;43.681659;0
Tarraconensis;Reus;FRONTO;Amphora incerta;1.107423;41.155913;0
Baetica;Almodovar del Rio;EC;Dressel 20;-5.02037;37.810702;0
Lugdunensis;Mont-Beuvray;SINE;Dressel 1;4.032143;46.92678;0
Germania Superior;Kastell Marienfels;TATILIASIATICI;Dressel 20;8.618248;48.168228;0
Italia;Padova;PAGANI;Dressel 6B;11.883333;45.416667;0
Italia;Padova;VARIPACCI;Dressel 6B;11.883333;45.416667;0
Lugdunensis;Mont-Beuvray;MAN;Dressel 1;4.032143;46.92678;0
Tarraconensis;Badalona;R;Pascual 1;2.244789;41.447145;0
Italia;Modena;AVCTVSBARF;Amphora incerta;10.9;44.5;0
Germania Superior;Frankfurt am Main;ACIRGI;Dressel 20;8.684167;50.11552;0
Britannia;Edinburgh;VRITTIPV;Dressel 20;1.333333;51.283333;0
Lugdunensis;Lyon?;POROCODV;Dressel 20;4.846711;45.748457;0
Tarraconensis;Badalona;SLL;Pascual 1;2.244789;41.447145;0
Italia;Cremona;ALI;Lamboglia 2;10.033333;45.116667;0
Britannia;Housesteads;FSCIMNIANO;Dressel 20;-2.333333;55.016667;0
Germania Superior;Windisch;MPF;Dressel 20;8.220846;47.476756;0
Narbonensis;Herault;LAVRELIGERMANI;Dressel 20;3.443291;43.280977;0
Narbonensis;Saint-Romain-en-Gal;PIVLICRISPI;Dressel 20;4.860743;45.531592;0
Tarraconensis;Caldes de Montbui;LLQ;Dressel 2-4 Catalan;2.169444;41.629167;0
Narbonensis;Saint-Romain-en-Gal;CMARISILVANI;Dressel 20;4.860743;45.531592;0
Germania Superior;Kongen;PANNIRVFI;Dressel 20;9.363795;48.683449;0
Britannia;Corbridge;FSCIMNIANO;Dressel 20;-2.016667;54.966667;0
Germania Superior;Worms;DIA;Dressel 20;8.359164;49.632784;0
Germania Superior;Avenches;SAENIANES;Dressel 20;7.041042;46.880888;0
Lugdunensis;Macon;EA;Dressel 1;4.828233;46.314074;0
Lugdunensis;Rouen;SAXOFERREO;Dressel 20;0.158146;49.521309;0
Italia;Canale Giancola;LMARCISATVR;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Costa Brava;MEVI;Tarraconense 1;3.066667;41.75;0
Narbonensis;Nissan-Lez-Enserune;LVOLTEILILVOLTEIL;Dressel 2-4 Catalan;3.127051;43.289615;0
Italia;Canale Giancola;DIOCLES;Brindisian amphora;17.85;40.683333;0
Germania Superior;Mainz;LVALERIVITALIS;Dressel 20;8.279096;49.984188;0
Britannia;Durhamshire;DOM;Dressel 20;-1.75;54.666667;0
Narbonensis;Vienne;LSL;Dressel 20;4.873453;45.524785;0
Germania Superior;Augst;LQS;Dressel 20;7.717205;47.536818;0
Baetica;Alcolea del Rio;PNN;Dressel 20;-5.666942;37.615058;0
Narbonensis;Golfe de Fos;LAT;Dressel 20;4.942851;43.383543;0
Tarraconensis;Mataro;DEI;Dressel 2-4 Catalan;2.444503;41.542113;0
Tarraconensis;Alayor;ANIIAVII;Pascual 1;4.14196;39.934563;0
Corsica et Sardinia;Iles Lavezzi;VIC;Dressel 2-4 Catalan;9.254185;41.341096;0
Italia;Padova;ICOST;Amphora incerta;11.883333;45.416667;0
Italia;Brindisi;EIKADIO;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Ardeche (Alba);CFO;Dressel 20;4.64761;44.264945;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Italia;Canale Giancola;SCOPAS;Brindisian amphora;17.85;40.683333;0
Sicilia;Trapani;VPIIVS;Amphora incerta;12.483333;38.016667;0
Africa Proconsularis;Cartago;GLORIOSVS;Later;10.333333;36.866667;0
Tarraconensis;Barcelona;PRI;Dressel 2-4 Catalan;2.1741;41.398371;0
Narbonensis;Narbonne;OC;Amphora incerta;3.008816;43.184417;0
Baetica;Alcolea del Rio;IICCLLM;Dressel 20;-5.666942;37.615058;0
Lugdunensis;Lyon?;SOLIT;Amphora incerta;4.846711;45.748457;0
Italia;Ancona;GEN;Lamboglia 2;13.5;43.633333;0
Tarraconensis;Sant Boi de Llobregat;DAP;Pascual 1;2.040791;41.342647;0
Tarraconensis;Calella;I;Pascual 1;2.667809;41.618024;0
Tarraconensis;Caldes de Montbui;LMOSA;Pascual 1;2.169444;41.629167;0
Italia;Altino;SAFINIAEPICE;Dressel 6A;12.393333;45.544444;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Thonon-les-Bains;MIM;Dressel 20;6.5;46.25;0
Narbonensis;Saint-Romain-en-Gal;MIM;Dressel 20;4.860743;45.531592;0
Italia;Canale Giancola;HERMAISCI;Brindisian amphora;17.85;40.683333;0
Italia;Ostia Antica;MATVRI;Amphora incerta;12.283333;41.75;0
Italia;Padova;SAFPIC;Dressel 6A;11.883333;45.416667;0
Italia;Ostia Antica;PNN;Dressel 20;12.283333;41.75;0
Narbonensis;Arles;CIAPR;Dressel 20;4.636331;43.681659;0
Germania Superior;Frankfurt am Main;APC;Dressel 20;8.684167;50.11552;0
Africa Proconsularis;Thysdrus (El Jem);MSF;Africana 2A Grande;10.716667;35.3;0
Lugdunensis;Lyon?;SAENIANES;Dressel 20;4.846711;45.748457;0
Germania Superior;Solothurn;AGRICOLAE;Dressel 20;7.516605;47.206649;0
Corsica et Sardinia;Sardegna;SVBSVB;Dolium;8.44;39.881944;0
Noricum;Magdalensberg;CLAEK;Dressel 6B;14.966667;46.65;0
Germania Superior;Kastell Marienfels;PCLODICELI;Dressel 20;8.618248;48.168228;0
Baetica;Palma del Rio;CIALB;Dressel 20;-5.281208;37.700239;0
Tarraconensis;Badalona;QMEVI;Tarraconense 1;2.244789;41.447145;0
Belgica;Amiens;GTR;Dressel 20;2.3;49.9;0
Narbonensis;Baie de la Ciotat;AEDO;Dressel 1;5.65;43.166668;0
Dalmatia;Risan;PHILESIVS;Amphora incerta;18.695556;42.515;0
Tarraconensis;Castelldefels;MPORCI;Pascual 1;0.765658;41.498525;0
Tarraconensis;Villajoyosa;FPAT;Dressel 20;-0.230636;38.508042;0
Italia;Ostia Antica;FELICIS;Dressel 20;12.283333;41.75;0
Germania Superior;Kongen;LQS;Dressel 20;9.363795;48.683449;0
Tarraconensis;Sant Vicenc dels Horts;F;Dressel 2-4 Catalan;2.007994;41.396145;0
Italia;Brindisi;PHILONICAPPVLEI;Brindisian amphora;17.933333;40.633333;0
Britannia;Colchester;PNN;Dressel 20;0.9;51.883333;0
Narbonensis;Narbonne;OIVLITHEOPHIL;Pascual 1;3.008816;43.184417;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Lugdunensis;Mont-Beuvray;VERO;Dressel 1;4.032143;46.92678;0
Lugdunensis;Mont-Beuvray;MET;Dressel 1;4.032143;46.92678;0
Caledonia;Abernethy;PNN;Dressel 20;-3.333333;56.333333;0
Germania Superior;Avenches;GAPF;Dressel 20;7.041042;46.880888;0
Belgica;Pommiers;H;Dressel 1B;3.272973;49.3931;0
Tarraconensis;San Pedro;NICIA;Lamboglia 2;-0.751789;37.802242;0
Germania Inferior;Neuss;LVALERITROPHIMI;Dressel 20;6.685037;51.198071;0
Britannia;Caerwent;SATVRNINI;Dressel 20;-2.766667;51.61;0
Narbonensis;Perpignan;ALEAL;Dressel 20;2.897098;42.696172;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Barcelona;PRI;Pascual 1;2.1741;41.398371;0
Baetica;Alcolea del Rio;MMCS;Dressel 20;-5.666942;37.615058;0
Baetica;Ecija;LVIVCV;Dressel 20;-5.082599;37.542203;0
Baetica;Ecija;MMEVIMMEN;Dressel 20;-5.082599;37.542203;0
Mauretania Tingitana;Volubilis;SAENIANES;Dressel 20;-5.557032;34.073697;0
Lugdunensis;Mont-Beuvray;N;Dressel 1;4.032143;46.92678;0
Italia;Brindisi;CANINI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Cap Bear;PMEVI;Pascual 1;3.133952;42.51512;0
Italia;Modena;THB;Amphora incerta;10.9;44.5;0
